query,topIntent,conversationName,description,answer,enabled
What are the Vouchers denominations?,ANS.FAQs.alAhlyPoints.voucher.denomin,FAQ: What are the Vouchers denominations?,,"10,000 points= EGP 100
20,000 points= EGP 200
50,000 points= EGP 500
100,000 points= EGP 1,000 
500,000 points= EGP 5,000 
1,000,000 points= EGP 10,000 ",TRUE
ما هي فئات القسائم التي يمكن استبدالها؟,ANS.FAQs.alAhlyPoints.voucher.denomin,FAQ: What are the Vouchers denominations?,,"10,000 points= EGP 100
20,000 points= EGP 200
50,000 points= EGP 500
100,000 points= EGP 1,000 
500,000 points= EGP 5,000 
1,000,000 points= EGP 10,000 ",TRUE
How can I receive my e-vouchers? ,ANS.FAQs.alAhlyPoints.receiv.e.voucher,FAQ: How can I receive my e-vouchers? ,,An SMS will be sent to the customer's registered mobile number at NBE. ,TRUE
 كيف يتم استلام القسائم الالكترونية؟,ANS.FAQs.alAhlyPoints.receiv.e.voucher,FAQ: How can I receive my e-vouchers? ,,An SMS will be sent to the customer's registered mobile number at NBE. ,TRUE
How can I use my e-voucher at the merchants? ,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,FAQ: How can I use my e-voucher at the merchants? ,,The customer is required to provide the pin code mentioned in the SMS in addition to the last 6 numbers of his/her national ID.,TRUE
كيف يتم استخدام القسائم الالكترونية لدى التجار؟,ANS.FAQs.alAhlyPoints.us.e.voucher.merchant,FAQ: How can I use my e-voucher at the merchants? ,,The customer is required to provide the pin code mentioned in the SMS in addition to the last 6 numbers of his/her national ID.,TRUE
How can I redeem my AL-AHLY Points to travel all over the world?,ANS.FAQs.alAhlyPoints.redeem.travel.world,FAQ: How can I redeem my AL-AHLY Points to travel all over the world?,,"The customer redeems the points personally through the program's website www.alahlypoints.com and the customer service role is limited to replying to the customers inquiries. 
National Bank of Egypt is not liable for any incorrect data used to complete any reservation on this feature.",TRUE
كيف يتم استبدال النقاط في السفر حول العالم؟,ANS.FAQs.alAhlyPoints.redeem.travel.world,FAQ: How can I redeem my AL-AHLY Points to travel all over the world?,,"The customer redeems the points personally through the program's website www.alahlypoints.com and the customer service role is limited to replying to the customers inquiries. 
National Bank of Egypt is not liable for any incorrect data used to complete any reservation on this feature.",TRUE
How can I redeem my AL-AHLY Points to Mobile top up? ,ANS.FAQs.alAhlyPoints.redeem.mobil.top,FAQ: How can I redeem my AL-AHLY Points to Mobile top up? ,,"The customer redeems the points personally through the program's website www.alahlypoints.com and the customer service role is limited to replying to the customers inquiries. 
National Bank of Egypt is not liable for any incorrect mobile number used.",TRUE
 كيف يتم استبدال النقاط في شحن الهاتف المحمول؟,ANS.FAQs.alAhlyPoints.redeem.mobil.top,FAQ: How can I redeem my AL-AHLY Points to Mobile top up? ,,"The customer redeems the points personally through the program's website www.alahlypoints.com and the customer service role is limited to replying to the customers inquiries. 
National Bank of Egypt is not liable for any incorrect mobile number used.",TRUE
How can I redeem my AL-AHLY Points to have Cash Rewards? ,ANS.FAQs.alAhlyPoints.redeem.cash.reward,FAQ: How can I redeem my AL-AHLY Points to have Cash Rewards? ,,You can redeem your points through the website or the call center on 19623 by refunding the cash amount on your valid credit card only. ,TRUE
 كيف يتم استبدال النقاط في Cash Rewards؟,ANS.FAQs.alAhlyPoints.redeem.cash.reward,FAQ: How can I redeem my AL-AHLY Points to have Cash Rewards? ,,You can redeem your points through the website or the call center on 19623 by refunding the cash amount on your valid credit card only. ,TRUE
What are the Cash Reward denomination?,ANS.FAQs.alAhlyPoints.cash.reward.denomin,FAQ: What are the Cash Reward denomination?,,"5,000 points= EGP 25
10,000 points= EGP 50
20,000 points= EGP 100
50,000 points= EGP 250
100,000 points= EGP 500
200,000 points= EGP 1,000
500,000 points= EGP 2,500 
1,000,000 points= EGP 5,000",TRUE
 ما قيم الـ Cash Rewards التي يمكن استبدالها؟,ANS.FAQs.alAhlyPoints.cash.reward.denomin,FAQ: What are the Cash Reward denomination?,,"5,000 points= EGP 25
10,000 points= EGP 50
20,000 points= EGP 100
50,000 points= EGP 250
100,000 points= EGP 500
200,000 points= EGP 1,000
500,000 points= EGP 2,500 
1,000,000 points= EGP 5,000",TRUE
How long does it take to get the cash reward on my credit card?,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,FAQ: How long does it take to get the cash reward on my credit card?,,"The request takes up to 2-3 working days to be processed. 
For failed transactions, AL-AHLY Points will be refunded in 5 working days.",TRUE
كم يستغرق استرداد الـ Cash Reward على البطاقة الائتمانية؟,ANS.FAQs.alAhlyPoints.long.cash.reward.credit.card,FAQ: How long does it take to get the cash reward on my credit card?,,"The request takes up to 2-3 working days to be processed. 
For failed transactions, AL-AHLY Points will be refunded in 5 working days.",TRUE
What is a Personal Loan?,ANS.FAQs.personal.loan.,FAQ: What is a Personal Loan?,,"The Personal Loan is a loan extended by NBE for personal use, without a guarantor, to individuals who are paid employees, self-employed, professionals or pensioners.",TRUE
ما هو التمويل الشخصي؟,ANS.FAQs.personal.loan.,FAQ: What is a Personal Loan?,,"The Personal Loan is a loan extended by NBE for personal use, without a guarantor, to individuals who are paid employees, self-employed, professionals or pensioners.",TRUE
What are the terms & conditions of Personal Loans?,ANS.FAQs.personal.loan.term.condit.loan,FAQ: What are the terms & conditions of Personal Loans?,,You can review Personal Loan terms & conditions by visiting our website: www.nbe.com,TRUE
ما هي الشروط و الاحكام الخاصه بالقرض الشخصى ؟,ANS.FAQs.personal.loan.term.condit.loan,FAQ: What are the terms & conditions of Personal Loans?,,You can review Personal Loan terms & conditions by visiting our website: www.nbe.com,TRUE
What are personal loan conditions and required documents?,ANS.FAQs.personal.loan.condit.req.document,FAQ: What are personal loan conditions and required documents?,,You can know the conditions and the required documents according to the customer's segment by visiting our website: www.nbe.com,TRUE
ما هي شروط المنح و المستندات المطلوبه للتقديم على تمويل شخصى ؟,ANS.FAQs.personal.loan.condit.req.document,FAQ: What are personal loan conditions and required documents?,,You can know the conditions and the required documents according to the customer's segment by visiting our website: www.nbe.com,TRUE
How is the interest rate calculated?,ANS.FAQs.personal.loan.interest.rate.calcul,FAQ: How is the interest rate calculated?,,The interest rate is calculated as per the rates declared by the Bank at the time of applying for your loan. The interest rate is fixed throughout the loan tenor.,TRUE
كيف يتم احتساب العائد على التمويل الشخصي؟ ,ANS.FAQs.personal.loan.interest.rate.calcul,FAQ: How is the interest rate calculated?,,The interest rate is calculated as per the rates declared by the Bank at the time of applying for your loan. The interest rate is fixed throughout the loan tenor.,TRUE
How can I apply for a personal loan?,ANS.FAQs.personal.loan.appli,FAQ: How can I apply for a personal loan?,,"To apply for a personal loan, you can visit the nearest NBE branch or use our NBE e-channels. ",TRUE
كيف يمكنني التقدم بطلب للحصول على تمويل شخصي ؟,ANS.FAQs.personal.loan.appli,FAQ: How can I apply for a personal loan?,,"To apply for a personal loan, you can visit the nearest NBE branch or use our NBE e-channels. ",TRUE
What are the documents required to apply for a Personal Loan?,ANS.FAQs.personal.loan.document.req.appli,FAQ: What are the documents required to apply for a Personal Loan?,,"A copy of a valid national ID
For employees, HR letter with the monthly salary
For business owners, a recent extract of the commercial register or  a copy of business license for the self-employed. 
For more information, Click here.",TRUE
"ما هي المستندات التي يجب أن أقدمها كجزء من طلب التمويل النقدي الخاص بي؟
",ANS.FAQs.personal.loan.document.req.appli,FAQ: What are the documents required to apply for a Personal Loan?,,"A copy of a valid national ID
For employees, HR letter with the monthly salary
For business owners, a recent extract of the commercial register or  a copy of business license for the self-employed. 
For more information, Click here.",TRUE
Is transferring the salary obligatory to get a personal loan?,ANS.FAQs.personal.loan.transfer.salari.obligatori,FAQ: Is transferring the salary obligatory to get a personal loan?,,"There are various Personal Loan programs (with salary/installment transfer- without salary/installment transfer- business owners and self-employed- pensioners). 
For more information, Click here.",TRUE
هل تحويل الراتب إلى البنك إلزامي للحصول على تمويل شخصى ؟,ANS.FAQs.personal.loan.transfer.salari.obligatori,FAQ: Is transferring the salary obligatory to get a personal loan?,,"There are various Personal Loan programs (with salary/installment transfer- without salary/installment transfer- business owners and self-employed- pensioners). 
For more information, Click here.",TRUE
What is the minimum age to apply for a personal loan?,ANS.FAQs.personal.loan.min.ag.appli,FAQ: What is the minimum age to apply for a personal loan?,,The minimum age to obtain a personal loan is 21 years. ,TRUE
ما هو الحد الأدنى للعمر  للحصول على تمويل شخصى ؟,ANS.FAQs.personal.loan.min.ag.appli,FAQ: What is the minimum age to apply for a personal loan?,,The minimum age to obtain a personal loan is 21 years. ,TRUE
What is the maximum age at loan maturity? ,ANS.FAQs.personal.loan.max.ag.matur,FAQ: What is the maximum age at loan maturity? ,,60 years at loan maturity and may extend to 65 years according to the customer's segment. ,TRUE
ما هو الحد الأقصى للعمر عند استحقاق التمويل؟,ANS.FAQs.personal.loan.max.ag.matur,FAQ: What is the maximum age at loan maturity? ,,60 years at loan maturity and may extend to 65 years according to the customer's segment. ,TRUE
